ptp,condition,hidden_pa_img_type,hidden_pa_img_row_number_across_blocks,border_dist_closest,counterbalancing,mouse_error_mean,mouse_error_sd,mouse_error_n,y_hat_three_param,y_hat_two_param
sub_075,schema_c,all_pa,2,4,cb3,131.3202008682722,45.04289589975762,2,NA,NA
sub_075,schema_c,all_pa,2,all,cb3,95.11503060433544,60.041452886002304,6,92.4195079702273,115.57594629383067
sub_075,schema_c,all_pa,3,1,cb3,19.806534985327442,NA,1,NA,NA
sub_075,schema_c,all_pa,3,2,cb3,8.606013976429507,NA,1,NA,NA
sub_075,schema_c,all_pa,3,3,cb3,75.44747461159027,86.15603093265408,2,NA,NA
sub_075,schema_c,all_pa,3,4,cb3,28.12889067907007,13.247973487782005,2,NA,NA
sub_075,schema_c,all_pa,3,all,cb3,39.26087992384627,48.545534192393305,6,50.46354486997916,62.67880736333849
sub_075,schema_c,all_pa,4,1,cb3,8.820364398651567,NA,1,NA,NA
sub_075,schema_c,all_pa,4,2,cb3,20.30704253608831,NA,1,NA,NA
sub_075,schema_c,all_pa,4,3,cb3,85.86809866550148,89.81343526858865,2,NA,NA
sub_075,schema_c,all_pa,4,4,cb3,50.14250191767356,15.30060982690989,2,NA,NA
sub_075,schema_c,all_pa,4,all,cb3,50.19143468351499,51.86686352760281,6,37.2032673676722,33.9917865132825
sub_075,schema_c,all_pa,5,1,cb3,34.281720028682926,NA,1,NA,NA
sub_075,schema_c,all_pa,5,2,cb3,16.75376007236883,NA,1,NA,NA
sub_075,schema_c,all_pa,5,3,cb3,27.292424164890754,4.0890626076078505,2,NA,NA
sub_075,schema_c,all_pa,5,4,cb3,65.60543502568919,4.825422093793716,2,NA,NA
sub_075,schema_c,all_pa,5,all,cb3,39.471866413701946,21.192732482647912,6,33.01232652290946,18.434325715016776
sub_075,schema_c,all_pa,6,1,cb3,5.8351373698482885,NA,1,NA,NA
sub_075,schema_c,all_pa,6,2,cb3,42.54851321212646,NA,1,NA,NA
